name_broker,zipcode_broker,description_broker,number_reviews_broker,number_houses_for_sale_offered,number_houses_sold_last_12_months,url
Makelaar1 Internetmakelaar,5038 CS,"Makelaar1 NVM Internetmakelaar. Wij zijn een moderne innovatieve (landelijk)werkende makelaar die door sterke automatisering u middels een zeer scherp tarief van € 495,-- Incl BTW (All-in) helpt uw woning te verkopen, of u een woning helpt aan te kopen.Meer weten over onze dienstverlening? Neem dan contact met ons op!Team Makelaar1 NVM Internetmakelaar",Missing,317,421,https://www.funda.nl/en/makelaars/kantoor/tilburg/19317-makelaar1-internetmakelaar/
Adriaan van den Heuvel makelaars en adviseurs,5706 AL,"Door een onafhankelijke instantie zijn wij in een landelijk onderzoek als  uit de bus gekomen. 4e van Noord Brabant en 22e van Nederland.Er zijn 9000 woningmakelaars in Nederland.Hier zijn we erg trots op. Deze beoordeling is op basis van een  4 tal criteria tot stand gekomen.Het onderzoek is dit jaar voor het eerst op vestigingsniveau gedaan, terwijl voorheen de verkopen van meerdere kantoren van een bedrijf of franchiseorganisatie meetelden voor één resultaat. In het onderzoek gaat het uitsluitend om de verkoop van woningen van bestaande bouw.Factoren die meewegen zijn:  •    het aantal transacties;  •    de omvang van de portefeuille;  •    acquisitie;  •    doorlooptijd.De resultaten zijn afgezet tegen het landelijk gemiddelde. Alleen de doorlooptijden zijn vergeleken met de gemiddelden in de gemeente waar de makelaar de woningen verkoopt, waarbij wij dus als beste uit de bus komen !Natuurlijk doen wij ons best als no nonsense kantoor maar zonder onze klanten en relaties zou dit resultaat nooit behaald zijn !Graag lichten wij onze werkwijze toe en laten we zien dat onze onderscheidende kwaliteit een meerwaarde is zonder meerprijs!",450,317,334,https://www.funda.nl/en/makelaars/kantoor/helmond/14183-adriaan-van-den-heuvel-makelaars-en-adviseurs/
Boumij Makelaars,5211 LX,"   Boumij Makelaars is sinds januari 1998 gevestigd in een prachtig pand aan de Hekellaan in ’s-Hertogenbosch. Een gebouw met een boeiende geschiedenis, overigens. Het is namelijk in de jaren dertig gebouwd, in de statige stijl van de Amsterdamse School, als kantoor voor een huisvestingsstichting. Je zou dus kunnen zeggen dat Boumij Makelaars daarmee de historie van dit pand weer tot leven heeft gebracht.  U vindt Boumij Makelaars tegenover het Zuiderpark, praktisch óp de stadswallen. Met een aantal eigen parkeerplekken én met het parkeerterrein Vonk en Vlam (voor velen beter bekend als ‘de parkeerkuil’) voor de deur. De adresgegevens zijn:  Hekellaan 6  5211 LX ’s-Hertogenbosch  Telefoon: 073 - 6 122 344  Fax: 073 - 6 135 335  info@boumij.nlAls u van buiten ’s-Hertogenbosch een bezoek aan ons wilt brengen, kunt u de volgende routebeschrijving volgen:    * Neem op de A2 afslag “Sint Michielsgestel Schijndel Pettelaarpark”.      * Ga aan het einde van de afslag bij de verkeerslichten rechtsaf.      * Bij de verkeerslichten ter hoogte van Shell-station en Provinciehuis gaat u linksaf.      * Deze weg (= Pettelaarseweg) volgt u gedurende circa 1 kilometer.      * Bij het tweede verkeerslicht (met aan uw rechterhand een vijver) gaat u rechtsaf.      * Na circa 150 meter ziet u Boumij Makelaars aan uw linkerhand: welkom!",392,143,600,https://www.funda.nl/en/makelaars/kantoor/den-bosch/11133-boumij-makelaars/
Beumer Garantiemakelaars,3454 HM,"De kwaliteit van de dienstverlening die Beumer Garantiemakelaars u aanbiedt, hangt in belangrijke mate af van de mensen die bij ons werkzaam zijn. Op ons kantoor werkt een team van gemotiveerde en enthousiaste medewerkers die kennis hebben van de lokale en regionale onroerend goed markt. Allen hebben ervaring én een gedegen opleiding in de makelaardij, wat maakt dat zij u op een professionele en klantgerichte manier begeleiden bij de aan- of verkoop van uw woning.In Vleuten-De Meern, Utrecht en omgeving is Beumer Garantiemakelaars al meer dan 25 jaar actief op vele disciplines op het gebied van onroerend goed. Naast een jarenlange ervaring, waarborgt het NVM-lidmaatschap en onze onderscheidende werkwijze als Garantiemakelaar een uitstekende basis voor een succesvolle dienstverlening.Naast het aan- en verkopen en taxeren van woningen in de bestaande bouw, zijn wij ook actief op het gebied van nieuwbouw en wordt ons kantoor - al in het beginstadium van ontwikkeling - betrokken bij nieuwbouwplannen in de regio. Daarnaast kunt u bij ons terecht voor taxaties en een onafhankelijk hypotheekadvies.Misschien bent u op zoek naar uw droomhuis, heeft u een woning op het oog, bent u geïnteresseerd in onze nieuwbouwplannen, een hypotheekadvies of denkt u eraan om uw eigen woning te verkopen. Belt u dan gerust met ons kantoor voor een vrijblijvend gesprek. Wij zijn u graag van dienst!",200,173,621,https://www.funda.nl/en/makelaars/kantoor/de-meern/17228-beumer-garantiemakelaars/
Peelrand Makelaardij,5801 AS,"Begin 2000 werd de grondslag gelegd voor ons makelaarskantoor. Onlangs verhuisd naar een prachtig monumentaal pand aan Paterlaan 2 in Venray en niet meer weg te denken uit het Centrum van Venray. Ook zijn we gevestigd in het centrum van Nieuw-Bergen (naast de Hema) . We staan  dus fysiek dicht bij onze klant. Maar ook in onze dienstverlening: we werken klantgericht en laagdrempelig en hebben altijd een luisterend oor voor u. Voor al uw vragen op huisvestigingsgebied (koop of huur, bestaande- of nieuwbouw), zowel particulier als zakelijk kunt bij ons terecht.Even binnenlopen voor die snelle vraag? Of direct een afspraak maken voor een bezichtiging? Bel, mail, sms, app of .... loop gerust eens vrijblijvend binnen. Ons professionele team staat altijd voor u klaar!",368,144,305,https://www.funda.nl/en/makelaars/kantoor/venray/14211-peelrand-makelaardij/
Brockhoff Makelaars,1181 RC,"Wilt u uw woning , een woning ,  of bent u op zoek naar een  Wilt u een  of v afsluiten of juist een  verkopen? Alle specialisaties vindt u bij ons onder een dak: we maken onze dienstverlening immers graag compleet. is al jarenlang de marktleider in Amstelveen en omstreken. Wij zijn onderdeel van de  hierdoor bent u verzekerd van de ,  en heeft u de  van ruim 30 kantoren. In die combinatie ligt onze kracht en dat is in het voordeel vanonze klanten:  Op Funda zijn wij door onze opdrachtgevers op basis van ruim 200 beoordelingen gemiddeld beoordeeld met een 9,0 en daar zijn wij trots op! Graag gaan wij met ons enthousiaste team van vakmensen ook voor u aan de slag! Wij maken graag een afspraak voor een vrijblijvende waardebepaling of bespreken samen deze samen met u thuis, op ons kantoor of via een videocall uw woonwensen of verhuisplannen. U kunt ons dagelijks van 08.30 tot 17.30 uur bereiken via mail  of telefoon Tot binnenkort & hartelijke groet, Are you thinking about  your home,  a new home or ? Our team of professionals are ready to assist you on your journey. We also specialize in  throughout the country. Please contact us so we can inform you about all the current projects we have on offer. Are you in the market to buy, sell or rent a  or do you need  or i, our team of brokers are ready to help. At  you will find all these different services under one roof. has been the market leader in Amstelveen and surroundings for many years. We are part of the , so you are assured of the most modern  and you have the advantages of a l of more than 30 real-estate offices. Our strength lies in that combination, this is to the advantage of our customers and secures . This is based on over 200 client reviews and as you can imagine we are very proud of that result! Our team of enthusiastic professionals is ready to help you secure the sale, purchase or rental of your next property! Of course this is completely free of charge. We can discuss your housing wis                 ",287,261,446,https://www.funda.nl/en/makelaars/kantoor/amstelveen/24066-brockhoff-makelaars/
Makelaardij Van der Linden Almere,1314 BN,"Makelaardij Van der Linden is in Flevoland en ook in Amsterdam een vertrouwde naam in de markt. Wij hebben in ons  40-jarig bestaan een toonaangevende positie verworven in de vastgoedmarkt. Met vestigingen in Almere, Amsterdam, Dronten, Lelystad en Zwolle is er een groot kantorennetwerk. Als je erover denkt je huis te verkopen, heb je waarschijnlijk nogal wat vragen. Wat kost het? Welke diensten levert mijn makelaar? Waarom niet zelf verkopen, is toch goedkoper? En wat als blijkt dat mijn makelaar niet aan mijn verwachtingen voldoet? Kan ik het niet gewoon eens proberen? Jazeker, dat kan! Je mag er 100% op kunnen vertrouwen dat wij topkwaliteit leveren. Daarom mag je ons 3 maanden gratis uitproberen. We halen alles uit de kast om je huis binnen die 3 maanden te verkopen. Maar mocht dat niet lukken, mag je daarna no cure no pay met ons verder. Je bent ook vrij om te besluiten om na 3 maanden te stoppen.Persoonlijke aandacht staat bij Van der Linden hoog in het vaandel. Het kopen of verkopen van een woning is zo’n belangrijke beslissing dat deskundige en persoonlijke aandacht een vereiste is. Maak kennis met ons  van Van der Linden onder het kopje ‘’.Het lidmaatschap van de NVM draag ertoe bij dat de kwaliteit gewaarborgd blijft.U mag ons aan onze visie houden:  Van der Linden wil een betrokken en toonaangevende vastgoedspeler zijn, die in alles wat ze doet kwaliteit levert en de verwachtingen van de klant overtreft.",388,95,369,https://www.funda.nl/en/makelaars/kantoor/almere/6225-makelaardij-van-der-linden-almere/
Damen Makelaardij Maastricht B.V.,6225 EG,"Damen is een full-service advieskantoor voor makelaardij, hypotheken en verzekeringen. Al drie generaties lang!Persoonlijk advies, een goede service en een actieve, attente houding. Dat zijn de eigenschappen die dit Limburgse familiebedrijf al bijna honderd jaar kenmerken. Onder leiding van Jos en Daniëlle Damen is Damen uitgegroeid tot de grootste makelaardij van Limburg, met kantoren in Maastricht, Heerlen, Roermond en Sittard.Wij vinden dat je huis een thuis moet zijn. Een fijne plek waar je graag bent. Waar je comfortabel woont en je je thuis voelt. Bij Damen helpen wij mensen graag om zo’n thuis te vinden. Een persoonlijke benadering staat daarbij centraal.Onze makelaars werken daarom met een kleine portefeuille. Dat maakt het mogelijk om actief te makelen.Om contact te houden met de klant, de geïnteresseerden én met elkaar. Deze korte lijnen zorgen ervoor dat we steeds de juiste klant bij het juiste pand vinden. De menselijke maat in een grote, professionele organisatie. Dat is Damen!",288,155,309,https://www.funda.nl/en/makelaars/kantoor/maastricht/21192-damen-makelaardij-maastricht-bv/
De Makelaars Jenné | Baars | Jenné,2722 EJ,"Kies niet zomaar een makelaar!Wij zijn in 2010 gestart met Jenné | Baars | Jenné De makelaars. Met kantoren in Rotterdam en Zoetermeer om van hieruit de ons bekende regio’s Rijnmond en Haaglanden te bedienen. Een jonge organisatie met een frisse kijk op de recente ontwikkelingen binnen onze werkgebieden. Met drie beëdigde NVM Makelaars/ gecertificeerde taxateurs en een accurate en ervaren binnendienst.Korte lijnen, één vaste makelaar per opdrachtgever en een aktieve “handen uit de mouwen” mentaliteit maken ons een daadkrachtig kantoor. Juist deze kleinschaligheid past ons inziens in de huidige tijd. Realiteitszin, gedrevenheid en hard werken zijn onze kernwaarden en hiermee hebben wij in onze jonge historie een goede naam opgebouwd.Wij bieden u graag onze dienst als full-service makelaarskantoor aan.  Indien u prijs stelt op een kennismakingsgesprek staan wij daar graag voor open.Belt of mailt u ons gerust voor een vrijblijvende afspraak !Jeroen Jenné         j.jenne@demakelaars.nu Niels Baars             n.baars@demakelaars.nu Erik Jenné             e.jenne@demakelaars.nuOpeningstijden kantoor:Maandag tot en met vrijdag van 09:00 – 17:00Op zaterdagen en buiten kantoortijden zijn wij uiteraard op afspraak bereikbaar.Algemeen mailadres: info@demakelaars.nu",197,207,224,https://www.funda.nl/en/makelaars/kantoor/zoetermeer/8655-de-makelaars-jenne-baars-jenne/
Woonvisie NVM Makelaars,3079 NC,"Om succesvol te opereren op de woningmarkt is een NVM makelaar onmisbaar. Een woning kopen of verkopen doet u immers niet dagelijks. De aankoop of verkoop van een woning is spannend en tijdrovend. Laat u bijstaan door een professional, objectief en onafhankelijk. Zo krijgt u ook de beste prijs bij verkoop van uw huidige woning. Door de heldere aanpak van Woonvisie NVM Makelaars, verkoopt of koopt u tegen de beste voorwaarden!Vanuit het prachtige vernieuwde pand aan de Reyerdijk te IJsselmonde werken zij hard en enthousiast om uw woonwensen te verwezenlijken.",155,186,249,https://www.funda.nl/en/makelaars/kantoor/rotterdam/15405-woonvisie-nvm-makelaars/
De Pater Makelaardij NVM,2741 HA,"Wij zijn De Pater Makelaardij. Een dynamisch makelaarskantoor met vestigingen in Waddinxveen en Boskoop. Ons werkgebied ligt in het mooie Groene Hart, een prettige omgeving om te wonen en te werken. De Pater Makelaardij is actief in de bestaande bouw, bedrijfsmatig vastgoed en nieuwbouw. Ons team combineert een schat aan ervaring met een no-nonsense aanpak en...we spreken heldere taal. We delen graag onze kennis met u en voorzien u van goed advies en persoonlijke aandacht.",8,344,89,https://www.funda.nl/en/makelaars/kantoor/waddinxveen/7021-de-pater-makelaardij-nvm/
FRIS Woningmakelaars Amsterdam,1081 AA,"Denk jij aan verhuizen? Maak dan eens kennis met onze mensen. Echte mensen waar je blij van wordt bij de verkoop of aankoop van jouw huis. Daarnaast gaan we altijd voor het beste resultaat.Ons familiebedrijf bestaat inmiddels al bijna 100 jaar. En net als bij de gemiddelde Nederlandse familie vinden wij het echte contact erg belangrijk. Dat merk je zodra je kennis maakt men onze makelaars. Of je nu een aankoopmakelaar of verkoopmakelaar zoekt, wij hebben ze in huis.Makelen is mensenwerk, daarom nemen we de tijd voor jou en bieden we een luisterend oor. Zo zorgen wij ervoor dat onze klanten heel tevreden zijn en bereid zijn dit door te vertellen. Wil jij ook weten wat onze vakidioten voor je kunnen betekenen?",135,277,123,https://www.funda.nl/en/makelaars/kantoor/amsterdam/24122-fris-woningmakelaars-amsterdam/
Van Spronsen Makelaars B.V.,3341 EB,"Je woning verkopen kun je maar één keer goed doen! Daarom zetten we echt alle beschikbare middelen in om de beste koper te vinden!Enthousiasme, betrokkenheid, deskundigheid en communicatie staan bij ons hoog aangeschreven.   Ons gehele team is voortdurend en 6 dagen per week op de voor- en achtergrond bezig voor jou!Verder zijn wij lid van de NVM, hetgeen voor jou extra kwaliteit, betrouwbaarheid en zekerheid garandeert.  Samen met meer dan 40 jaar ervaring in de regio maakt dit Van Spronsen Makelaars tot jouw makelaar.Op één plek alle zaken regelen met betrekking tot aan- en/of verkoop: dat geeft rust en overzicht. Onze klanten 100 % ontzorgen is altijd de rode draad. Wil je een woning aan- of verkopen of een hypotheek oversluiten? Op elke financiële vraag weet Huis & Hypotheek het antwoord. En dat allemaal onder één dak!Wil je ook kennismaken met Van Spronsen Makelaars?  Voor meer informatie ben je van harte welkom op ons kantoor aan De Schoof 8, 3341 EB Hendrik-Ido-Ambacht. Openingstijden: maandag tot en met vrijdag van 8.45 uur tot 17.30 uur en op zaterdag van 10.00 uur tot 14.00 uur. Naast de ruime openingstijden zijn wij uiteraard ook 's avonds voor u bereikbaar via de chat vanuit onze website!",414,74,273,https://www.funda.nl/en/makelaars/kantoor/hendrik-ido-ambacht/15113-van-spronsen-makelaars-bv/
