SalesAgent,Reviews
11 Makelaars BV,"Wat wij als niet prettig hebben ervaren was dat we vaak na een bezichtiging moesten na bellen hoe het was verlopen omdat we wilde weten wat mensen positief of negatief hadden ervaren zodat wij hier op konden inspelen.het contact was goed, de bezichtigingen werden voor mij gedaan en werden uitgevoerd door meestal een vrouwelijke medewerkster. ik kreeg altijd te horen hoe de reacties waren van de kijker .soms waren die lovend en soms waren die negatief.Een prima makelaar die ik zal aanrecommanderen.Ik heb de internetvariant gekozen van 11makelaar (11.nl).Ik heb dus o.a. zelf de rondleidingen gedaan en de tekst geschreven. Het is me heel goed bevallen; doen wat je zelf kan en deskundige ondersteuning van een ervaren makelaar als het moet. Binnen een week was mijn woning tegen een goede prijs verkocht. Goede informatie en alles wordt duidelijk uitgelegd.En ook niet onbelangrijk........het was een prettige samenwerking!Deskundig advies, goede communicatie tijdens de periode van bezichtigingen en goed overleg over de verkoopprijs. Uitstekend en professioneel! "
3D Makelaars B.V.,"Vanaf het eerste contact met Arjan waren we er van overtuigd dat dit een betrouwbaar en deskundig makelaar is. Geen loze praatjes en duidelijk in wat er wel en niet gedaan word.Wat we ook vroegen altijd kreeg je een duidelijk antwoord en afspraken kwamen ze altijd naBedankt alle medewerkers van 3D makelaars voor alles wat jullie voor ons gedaan hebben.Absoluut gekozen voor 3D makelaars: prettige mensen in de omgang, laagdrempelig en zeer goed bereikbaar. Het contact verliep vlot en gemakkelijk. De makelaars kennen de markt goed en dat is gunstig voor de verkoop. De fotograaf waarmee 3D makelaars samenwerkt is een kundige man die zeer professionele foto's maakt en een echte video, geen foto slideshow. Wat mij betreft is 3D makelaars een aanrader!Duidelijk en altijd bereikbaar. Goede adviezen en snelle acties. Goede prijs gekregen. Alle medewerkers vriendelijk. Zeer tevreden over 3d makelaars. En zeker aan te bevelen.Werd netjes geholpen en geadviseerd. En kreeg goede hulp met het verkopen. Ook over open huizen dag krijg je informatie.Goed contact met de makelaars en zijn goed te bereiken en zetten zich in voor je.Het contact was goed tussen mij en de makelaar . Na een bezichtiging was er snel contact hoe de bezichtiging was geweest met de nodige informatie dit heb ik als zeer prettig ervaren.De makelaar heeft bij goede adviezen gegeven omtrent de verkoop van mijn huis.Ik vond het ook prettig dat de foto's door een professionele fotograaf zijn gemaakt."
& Bijleveld makelaardij b.v.,"& Bijleveld is een prima makelaar,ze ontzorgt, neem initiatief en gaat tot het bittere end door. Bovendien spreekt ze de doelgroep aan.Erg goed! Behulpzaam en deskundig. De verkoop liep goed en de contacten waren altijd informatief. Ik zou de makelaar zeker weer inschakelen.Voor de verkoop van mijn appartement was de keuze van een NVM makelaar belangrijk voor mij gezien de verkoopkanalen die daar achter zitten.Bijleveld Makelaardij heeft de verkoopbrochure mooi vorm gegeven met een goede keuze van een fotograaf.Bezichtigingstijdstippen werden goed gecommuniceerd en ik ben uiteindelijk heel tevreden over de verkoopprijs die zij uit de onderhandeling hebben weten te halen.Kenmerkend voor Bijleveld Makelaardij is het team van deskundige mensen.Verkoop oude huis: Bijzonder vriendelijke en deskundige begeleiding. Goed ingespeeld op de huidige veranderingen in de markt. Realistische inschatting van de waarde van het huis. Bruikbare tips om het huis verkoopbaar te maken, maar met behoud van sfeer en eigenheid van het huis. Respect voor de 'ziel' van het huis.Aankoop nieuwe huis: bijzonder daadkrachtige en initiatiefrijke opstelling. Snelle afhandeling van de transactie.In beide gevallen: er was altijd iemand bereikbaar, of er werd na 10 minuten al contact opgenomen. Op kantoor was er altijd iemand op de hoogte van de zaak, je hoefde nooit het hele verhaal drie keer uit te leggen. heel prettig.Mijn makelaar was Ida Klein en heeft ons huis in een moeilijke markt toch binnen 4 maanden weten te verkopen. Ze heeft ons ook geholpen om ons nieuwe huis aan te kopen en wij zijn bijzonder tevreden met haar. Ida is altijd realistisch en draait niet om de zaken heen, reageert altijd als je haar nodig hebt en weet precies hoe de markt in Amsterdam werkt. Wij zijn echt onwijs blij met haar."
3D Makelaars B.V.,"Ondanks meerdere communicatie missers wil ik deze makelaar zeker aanbevelen aan meerdere verkopers. De kosten van de makelaar waren niet mis, maar daar heb ik bewust voor gekozen. Zij waren eerder ook mijn aankoop makelaar en daar heb ik van geprofiteerd. De deskundigheid en de flexibiliteit van 3D makelaars is wat mijn huis sneller heeft doen verkopen. Ook wil ik benoemen dat de medewerkers van Fundament, finiancieel deskundige, van grote waarde zijn geweest.Met vriendelijke groet,Raymond Veth.3D makelaars heeft een belangrijk aandeel gehad in de verkoop van ons huis. Dit mede door hun lokale kennis en het verbinden van ons huis aan potentiële kopers die naar vergelijkbare huizen opzoek waren binnen Schiedam. We kregen netjes terugkoppeling na elk bezoek en ze hebben ons huis binnen twee maanden verkocht. Erg prettig in de omgang. Staan dicht bij de verkoper en begeleiden het proces in heldere en duidelijke woorden van A tot Z.Goede en vriendelijke makelaar. Terugkoppeling naar verkopers kan soms wel iets beter. Verder zeker tevreden! Na 1 jaar wachten, is onze appartement toch verkocht...We hadden goede kontact met de makelaar, goede advis...Ze waren er voor ons!"
& Bijleveld makelaardij b.v.,"Bijleveld kent de berlageblokken goed, zij hebben de oplevering destijds behandeld. Enige minpunt was dat zij de gasstand verkeerd hebben genoteerd bij de oplevering, waardoor mijn afrekening van Nuon verkeerd was.Vanaf het begin tot het eind van de verkoop van mijn woning is mijn ervaring met Bijleveld makelaardij zeer prettig geweest, zowel zakelijk als op menselijk niveau. Zij hebben mijns inziens een reële kijk op de zaak. In het geheel hebben ze mij optimaal bijgestaan, zowel individueel en als team. Hierdoor werden zaken ook snel opgepakt wanneer daar noodzaak voor was en had alles een goede doorstroom wat zeker een toegevoegde waarde is geweest voor de verkoop van woning. Deze dames zijn echte pitbulls en gaan tot het gaatje om te bereiken waarvoor je ze hebt benaderd. Consciëntieus en betrouwbaar, absoluut aan te bevelen."
3D Makelaars B.V.,"Plezierige samenwerking, goede communicatie tijdens het traject en een prima eindresultaat. Al met al een aanrader!Goed contact met het 3Dteam behulpzaam kennis van zaken ,leeft zich goed in bij de verkoper in mijn geval.kennis van de omgeving.eerlijk en oprecht geen omwegen bewandelen het is zoals het is .Er was ook plaats voor discussie en een luisteren oor,Ze weten veel van de buurtde voor en nadelen.kortom ik was er erg blij mee en de verkoop ging snelPrettige bejegening en prima vertegenwoordiging. Goed bereikbaar en beschikbaar. Ik zou zeker terug gaan!Ons huis is verkocht door 3Dmakelaars,wij zijn heel goed begeleidt door hen,niks was te veel moeite! En wij werden steeds goed op de hoogte gehouden als er ontwikkelingen waren,daarbij is deze makelaar ook nog eens heel persoonlijk gericht en niet alleen maar zakelijk! Ook de medewerksters op kantoor veel telefonisch contact mee gehad en altijd uiterst vriendelijk te woord gestaan.Heb je financieel advies nodig dan kunnen wij Fundament(werkzaam in het zelfde kantoor) van harte aanbevelen!kortom heb je een goede makelaar nodig schakel 3D makelaars in!!!! Met dank voor jullie inzet, Thijs en Tineke de KruijffWat een schitterende beoordeling! Wij hebben de samenwerking ook als erg prettig ervaren! Veel geluk in/met jullie nieuwe woning!Fijn makelaarskantoor met een snelle en persoonlijke service.Bezichtigingen konden op korte termijn worden ingepland en alle zaken omtrent de verkoop hebben ze mij uit handen genomen."
3D Makelaars B.V.,"super fijne makelaar met een leuk, goed communicerendteam. goed bereikbaar,snel enduidelijk in communicatie. willen alles aan je uitleggen als je iets niet snapt. deze mensen doen echt hun best en leveren goed werk. meerdere verschillende makelaars gezien omdat we ook huizen hebben bezichtigd, en toen kwamen wij erachter dat we zo blij zijn met onze makelaar. ze komen hun afspraken na, bellen na een paar dagen nog even na bij de geïnteresseerde om te vragen hoe ze t huis vonden. een echte aanrader!In tegenstelling tot de vorige in de arm genomen makelaar kan men bij 3D wel in één keer een advertentie goed op Funda zetten, goede afmetingen tonen en alle categorieën juist instellen.Telefonisch goed bereikbaar kantoor, duidelijke afspraken en vriendelijke makelaars.Vriendelijk personeel, duidelijke communicatie en veel kennis van zaken. Ik woonde inmiddels niet meer in de buurt en als er iets geregeld moest worden stonden ze altijd voor mij klaar.Ook de extra's tijdens open huizen routes, de mooie brochures en dergelijken waren niet duur en aantrekkelijk om aan deel te nemen.Mijn huis was Binnen een jaar verkocht. bedankt toppers!De makelaar was 24/7 bereikbaar. 'S avonds en zelfs op haar vrije dag.Zeer betrokken, behulpzaam en enthousiast jong team.Minpunt: wij hebben zelf meerdere ideeën moeten aandragen om de verkoop te bespoedigen.Zoals het plaatsen van een topadvertentie, het wijzigen naar een bied vanaf prijs, het extra organiseren van een open dag.Ze denken en leven voor 200% met je mee,niets is hun teveel.Een makelaar waar je op kunt vertrouwen .Het mooie huis is super snel verkocht! Veel plezier straks in het schitterende appartement!"
3D Makelaars B.V.,"Fijne persoonlijke makelaar! heb mijn huis binnen korte tijd verkocht voor de gewenste prijs. Denken graag mee in oplossingen, zijn duidelijke en laten precies weten wat er speelt. Altijd goed telefonisch bereikbaar. Ik heb hen ook als aankoopmakelaar gebruikt voor het aankopen van mijn nieuwe huis, geven goed advies en laten zich niet snel van de wijs brengen. Kortom een prima makelaar voor een prima prijs.Bedankt voor het vertrouwen in ons kantoor! Wij zijn erg blij dat wij jullie hebben mogen helpen met zowel de verkoop als de aankoop!3d Makelaars doet wij zij belooft. De medewerkers zorgen ervoor dat je goed op de hoogte wordt gehouden. Wij hebben niet veel ervaring met makelaars maar 3d is een aanrader.Dit fraaie appartement verdiende een snelle verkoop en gelukkig is dat ook gelukt! Super bedankt voor dit mooie cijfer en tevens bedankt voor de fijne samenwerking!3D Makelaars is een bedrijf met vakkundig personeel. Vanaf het eerste kennismakingsgesprek tot aan de definitieve verkoop word je als klant goed op de hoogte gehouden en bellen ook wanneer ze dat van te voren aangeven. Het kantoor weet heel goed wat er speelt in de markt en denken goed mee om de juiste keuze te maken bij de verkoop.Kortom, een zeer betrouwbare en prettige makelaar.Bedankt voor de mooie beoordeling. De verkoop van jullie leuke woning is een goed voorbeeld van de aantrekkende markt (een snelle verkoop met een super prijs). Veel plezier straks in jullie nieuwbouw woning.Erg fijn samenwerken met 3D Makelaars. Geven duidelijk en eerlijk advies. Goede begeleiding in het onderhandelingsproces.Een 9! Wat mooi! Een goede zet geweest om over te stappen! Bedankt voor het vertrouwen in ons kantoor en uiteraard bedankt voor de plezierige samenwerking. Goed telefonisch te bereiken, erg klantvriendelijk, nemen altijd de tijd om dingen met je te bespreken. Bedankt voor het schitterende cijfer. Ook wij hebben de samenwerking als erg plezierig ervaren. Veel geluk en woonplezier straks in jullie nieuwe woning!"
11 Makelaars BV,"Onze makelaar is erg deskundig, heeft ons van begin af aan goed begeleid. Luisterde naar onze wensen en voerde deze ook uit. Zeer tevreden..Hele plezierige contacten met Nicolette die heel dienstverlenend is en veel kennis van zaken heeft, niet alleen bij de verkoop van ons huis in Landsmeer, maar ook bij de aankoop van ons huis in Amsterdam.Zeer duidelijk qua pakket, duidelijke communicatie, goede afspraken, service gericht, goed overleg. Kortom: ik zou 11 makelaars zo weer in de arm nemen.Vriendelijk en positieve makelaar die denkt in oplossingen.Staan altijd klaar om direct Antwoord te geven op je vragen of zorgen weg te nemen.Fijn kennismakingsgesprek. Mooie foto's. Taxatie wat aan de lage kant, maar dat konden we zelf wijzigen. Alles is soepel verlopen en we zijn tevreden. Zeker aan te bevelen."
2M Makelaars,"Wij werden na een bezichtiging direct geïnformeerd. Bezoekers werden nagebeld. Mochten we nog eens gaan verhuizen, zullen we weer met 2mmakelaars contact opnemen.Nadat ons huis lange tijd te koop stond, hebben we Bianca van 2M makelaars ingeschakeld om de verkoop te verzorgen. Zij is meteen aan de slag gegaan en had binnen zeer korte tijd diverse kijkers, en belangrijker, kijkers die meteen begonnen te bieden. Bij de 2e bieder kwamen we er al uit. Gedurende het hele proces was zij een prettig, kordaat en zakelijk contact die alle eventuele belemmeringen meteen uit de weg ruimde. Ik kan Bianca van harte aanbevelen als partner in de verkoop. Van alle makelaars die ik in mijn leven meegemaakt heb, was zij veruit de beste en snelste.Bianca van den Berg vinden wij een prettige persoonlijkheid die ons prima geholpen heeft met de verkoop van ons huis. ook in de moeilijke omstandigheden geeft ze prima hulp. Wij zouden haar zeker aanbevelen aan vrienden en kennissen.Goed voorbereid, ervaren, cordaat en zeer betrokken. Dat is hoe ik 2m Oud-Beijerland heb ervaren, wat zeker een aanrader is ten opzichte van de gevestigde orde aan makelaars. In overleg goede adviezen met betrekking tot de verkoop van de woning. Actieve inzet bij begeleiding van kopers. "
2M makelaars,"Zeer tevreden met de keus voor 2M! Deskundig en sympathiek personeel die hun afspraken na komen en waarbij de communicatie lijnen helder enkort zijn. Bij vragen is de drempel laag en wordt je vriendelijk te woord gestaan. Prettige introductie, goed en heldere omschrijving van de dienstverening en kundig advies met betrekking tot verkoop- enonderhandelingsstrategieWij kwamen na een nare ervaring bij een andere makelaar in een warm bad bij 2m. Keurig, netjes, kundig, hartelijk werden we steeds van elke stap of ontwikkeling op de hoogte gebracht. Alle medewerkers zijn even prettig en hulpvaardig. Service is top! Het contact met de makelaar was zeer goed.Ze hebben goede kennis van zaken, en onderzoeken goed de markt.Het personeel is zeer behulpzaam en vriendelijk.Ze reageren goed op de vragen die je stelt, en komen snel met antwoord.Kort om , Wij zijn zeer tevreden.contact met de makelaar was heel goed. Snelle reacties. Huis was binnen 4 dagen verkocht. Prima.Kan ik zeker aanbevelen."
11 Makelaars BV,"Fijne en accurate begeleiding van het hele proces. Hele goede kennis van de markt. Bij de beoordeling speelt natuurlijk ook mee dat de verkoop zo snel is gegaan.Beschrijf uw ervaring en geef daarbij een goede onderbouwing aan zaken die ook voor anderen belangrijk kunnen zijn bij het kiezen van een makelaar. Hoe verliep uw contact met de makelaar, wat waren uw verwachtingen, en wat ging er goed of fout?Prettig contact met de betreffende makelaar. Hebben in lastige markt uitstekende kandidaat-koopster gevonden en een mooie verkoopprijs uitonderhandeld. Dus hun bemiddeling was het allemaal meer dan waard.Veel zelf moeten regelen.Er was wat fout gegaan bij de notaris, Kregen te horen van de makelaar dat we het zelf maar moesten oplossen, en dat hun daar niet voor waren.Dus wij zouden deze makelaar aan niemand aanbevelen!"
3D Makelaars B.V.,"Binnen 2 weken hebben we ons huis gekocht via 3d. Fantastisch werk van een zeer enthousiast team. Ik ben ze zeer dankbaar en ik zou 3d aan iedereen in Schiedam en omgeving aanraden.Super bedankt voor de plezierige samenwerking. Deze was kort, maar krachtig. Uiteraard ook bedankt voor het schitterende cijfer.Wij zijn bijzonder tevreden over 3D makelaars. Een jong en fris kantoor met betrokken medewerkers die altijd bereikbaar zijn. Arjan heeft een goed gevoel bij de markt en neemt de tijd voor je. Zijn adviezen waren voor ons erg waardevol en wij kijken met een zeer goed gevoel terug op de (korte) periode dat ons huis te koop heeft gestaan!Wat een geweldig cijfer! Dankjewel! Mooi om jullie te hebben mogen helpen bijde verkoop van het schitterende loft appartement! Contact met makelaars Arjan en Joris was prettig. Vriendelijk en correcte bejegening. Ze waren telefonisch goed bereikbaar en bij afwezigheid werden we vriendelijk te woord gestaan door hun assistente. Afspraken werden nagekomen. We kregen naar onze mening eerlijk en bruikbaar advies w.b.t. de verkoop van de woning. Geen gladde verkooppraatjes gehoord, maar samen met hun gezocht naar een manier om ons ouderlijk huis, verkregen uit een erfenis, op een goede manier te verkopen. Voor ons speelde ook het emotionele aspect mee. Daar was alle begrip voor.Woning is uiteindelijk binnen 6 dagen verkocht. We zijn er nog confuus van. Zo snel hadden we niet verwacht. Bedankt mannen van 3Dmakelaars!! Wat ons betreft is deze makelaar een aanrader!Wat een snelle verkoop was dat! Bedankt voor het vertrouwen in on kantoor en voor deze schitterende beoordeling!Ik heb hele goede ervaringen met 3Dmakelaars, ze zijn kundig en hebben mij goed op de hoogte gehouden van wat er allemaal speelde rond de verkoop. En mee gedacht over een eventueel geschikt huis voor ons. Fijne communicatie, persoonlijk, vriendelijk, snel, eerlijk, duidelijk, doelgericht! Er wordt heel goed geluisterd naar wat je wil, daar wordt dan een ""plan van aanpak"" voor aangedragen, binnen een paar weken was onze woning verkocht! Superfijn, omdat we al een andere woning op het oog hadden, en dus heel snel konden doorpakken!Een cijfer om apetrots op te zijn! Dank jullie wel! Bedankt voor de fijne samenwerking!"
3D Makelaars B.V.,"Helder uitgelegd door de makelaar wat er mogelijk was, een realistische doelstelling samengesteld met behulp van de makelaar en deze doelstelling behaald, binnen 3 weken.De 3D’s  staan voor DUIDELIJK, DYNAMISCH EN DAADKRACHTIG. Dit heb ik werkelijk ook zo ervaren.Bedankt en succes!Schitterend cijfer! Dankje. Het was een korte, maar krachtige samenwerking met een mooi eindresultaat!Heel blij en tevreden! Over 3D makelaars. Mijn huis is binnen 14 weken verkocht. De onderhandeling verliep soepel, en maar een nihil bedrag van de vraagprijs af. Een makelaar in het belang van de klant. Zeker aan te raden!!!Wat een schitterend cijfer! Het was een fijne samenwerking met een heel mooi resultaat! Veel plezier en geluk straks in jullie mooie nieuwe woning in Maassluis!Er werd weinig gedaan om de woning te verkopen, toen het op Jaap stond hebben wij zelf meer bezichtigingen gegenereerd dan de makelaar.Pas na klagen over het gebrek aan activiteit is de makelaar in actie gekomen. Ook probeerde de makelaar ons te laten instemmen met een laag bod, wij kregen het idee dat de makelaar tegen zo min mogelijk moeite zo snel mogelijk van het huis af wilde zijn.Gebaseerd op het courtage bedrag had de makelaar best wat harder zijn best voor ons mogen doen, als betalendeklant zijnde, want dat vergeten makelaars nogal eens, dat zij werken voor de verkoper en niet voor de koper.Bedankt voor de eerlijke reactie. Jammer om te lezen dat je de prijs/kwaliteit verhouding zo slecht ervaart, daar waar wij ons juist onderscheiden om dit gebied. Een verkoop binnen 6 maanden is tevens is deze tijd een prima resultaat. Veel geluk en plezier in het nieuwe mooie huis met het gezin!Wij hebben de verkoop van ons huis via 3Dmakelaars als erg prettig ervaren. Vanaf het begin kregen wij de indruk dat er alle mogelijke energie en aandacht gestoken zou worden in de verkoop van ons huis. En achteraf bleek dat ook zeker te kloppen. Communicatie was altijd snel en duidelijk. Erg fijn dat je na elke bezichtiging ook terugkoppeling kreeg over de gang van zaken en het vervolg.Kortom een echte aanrader!!Wat een prachtig cijfer! Bedankt daarvoor en veel geluk en plezier in jullie nieuwe woning!Van het begin af heb ik de begeleiding van de verkoop van mijn woning als zeer prettig ervaren.Over het algemeen goede communicatie en terugkoppelingen na een bezichtiging.Er is goed meegedacht en geadviseerd in de verkoopstrategie. Bedankt 3D makelaars!Bedankt voor dit mooie cijfer! Veel plezier en geluk in Vlaardingen!"
2M makelaars,Een makelaar die zijn vak verstaat! Alleen pluspunten op alle gebied!! 2M makelaars is een kantoor waar je als klant serieus genomen wordt en waar je te maken hebt met deskundige mensen. Ze houden je continu op de hoogte over de stand van zaken of je nu je huis verkoopt of hen kiest als aankoop makelaar.het contact met de makelaar was goed .had de juiste prijs voor het huis op juiste waarde geschat na twee bezichtegingen was er al een koper voor mijn huis .dus de makelaar hoefde niet veel uren in de verkoop van het huis te steekenBij de verkoop van onze woning zijn wij vooral begeleid door Tiemen en Arjen.Niks anders dan lof voor deze mannen.Ze weten waar ze over praten en helpen je waar nodig.Zijn altijd bereikbaar en hebben altijd advies als je dat nodig hebt.Ons huis was snel verkocht!Wij zijn zeer tevreden over 2M makelaars. We werden voor een bezichtiging keurig op de hoogte gebracht. Ook volgde er kort na iedere bezichtiging prompt een kort en duidelijk telefonisch verslag. De omgang met de makelaar(s) is door ons dan ook als zeer prettig ervaren.
2M makelaars,"2M heeft echt kennis van zaken, we werden goed geadviseerd en begleid bij alle stappen van het proces. Wil daarom deze makelaar ook zeker aanraden.Het onderlinge contact was goed en snel. Dekoper van mijn huis heb ik zelf aangemeld. De brochure was nog niet eens gedrukt. En binnen 3 dagen was het al verkocht.Er waren nog wel veel meer gegadigden.. Ik had het huis eerst zelf een paar dagen in de verkoop maar door omstandigheden heb ik het overgedragen aan de makelaar en die had er een makkie aan.Ik had wel bedongen bij het zelf aanbrengen van een koper om korting. . Heel fijn contact, goede en duidelijke communicatie, vlotte verkoop van mijn woning, ik kon ze altijd bellen en werd vriendelijk en vakkundig geholpen met mijn vragen. Goede kennis van de markt. Heel positieve ervaring.snel en professioneelHele fijne service bij 2m makelaars . Zelfs nog een leuk en attent presentje bij de officiële verkoop van de woning"
3D Makelaars B.V.,"Wij hebben Joris ervaren als een betrokken persoon. Joris luisterde goed naar onze wensen en was duidelijk in zijn antwoorden op onze vragen. Het contact met Joris verliep heel soepel. Hij had kennis van zaken en was snel in de terugkoppeling als er bezichtigingen waren geweest. Ons huis was binnen een week verkocht. Kortom: 3Dmakelaars is zeker een aanrader.Een hele mooie beoordeling! Dank jullie wel. Het was een hele plezierige samenwerking en een snelle verkoop van jullie mooie woonboerderij!Joris van der Windt is een zeer actieve en duidelijke makelaar. Als verkoper kun je er een gesprek mee voeren, je wensen en eisen ter tafel brengen en hij houdt daar in alle opzichten rekening mee. Ook na de opdracht stelde hij zich actief op. Maakte na verloop van tijd een afspraak om de klokken gelijk te zetten. Belde regelmatig op voor de laatste stand van zaken. En was behulpzaam bij de aanpak van problemen. Met zijn optreden was ik zeer ingenomen.Een fraaie beoordeling met bijzonder complimenteus commentaar! Bedankt.Goede makelaar met een jong en dynamisch team. Bedankt voor de mooie beoordeling! De plezierige samenwerking was kort maar krachtig! Ik heb een zeer goede ervaring met 3d Makelaars!Het contact verliep altijd erg vlot, direct antwoord op mails e.d.ook verliep de communicatie totaal niet formeel, waardoor alles goed te volgen was en ik me goed op mijn gemak voelde. Bedankt voor het mooie cijfer! De samenwerking was kort, maar krachtig! Veel geluk en plezier in jullie nieuwe woning!Zeer deskundig, weten waar ze mee bezig zijn. Weten hoe de markt in elkaar zit, goede service word altijd goed geholpen.. Heeft 5 dagen te koop gestaan bij deze makelaar en was toen al verkocht onder voorbehoud.Bedankt voor het mooie cijfer en de plezierige (korte) samenwerking!"
3D Makelaars B.V.,"Weliswaar hebben we het huis in juli 2014 te koop gezet, maar tegen een hoge prijs en geen haast met de verkoop. In feite hebben we pas gevraagd actief te worden in februari/maart 2015 toen de verhuizing achter de rug was en de woning toonbaar. Toen is de prijs aangepast, de site is bewerkt en in een week tijd was er een koper. De wijze waarop de woning en de staat van onderhoud is beschreven door 3D makelaars heeft hier zeker toe bijgedragen. Hartelijk dank voor het mooie cijfer en de plezierige samenwerking!Uitstekende service van 3D Makelaars met een positief eindresultaat. We zijn bij dit kantoor terecht gekomen op aanraden door (meerdere) vrienden van wie hun woning door 3D verkocht is. Joris weet goed hoe de verkoopmarkt in elkaar steekt en heeft hierbij meegedacht om onze woning beter verkoopbaar te maken naast de vele concurrerende woningen die in onze wijk te koop staan. En met resultaat, nadat de aanpassingen doorgevoerd waren kregen we vrijwel direct meerdere bezichtigingsaanvragen!Hij was bij elke bezichtiging ruim op tijd aanwezig om de woning, voor zover dit nog nodig was, in orde te maken (verlichting aan, deuren open/dicht, etc.) en voor als de kijkers wat eerder zouden zijn. We kregen altijd direct na de bezichtiging een terugkoppeling over de gang van zaken en wanneer hij weer contact met de kijkers zou opnemen als zij dit niet zelf zouden doen.Voor ons verdient de beoordeling een dikke 10; dat de lokale marktkennis en deskundigheid goed zit hebben ze bewezen en we zijn meer dan prima begeleid in het gehele proces. De prijs-kwaliteit is wat ons betreft prima, wij vonden het het geld waard dus dan kan je niets anders dan een 10 beoordelen.3D Makelaars heeft precies gedaan wat je van een makelaar zou mogen/moeten verwachten. Dit is helaas niet bij alle makelaars zo vanzelfsprekend!Wat een schitterende beoordeling! Bedankt voor de plezierige samenwerking en samen zijn we tot dit mooie verkoopresultaat gekomen! Veel plezier en geluk, nu even in Holy en straks in jullie mooie nieuwe woning in het Vlaardings Geluk!3D Makelaars heeft onze woning binnen 3 weken tijd verkocht, iets wat we totaal niet hadden verwacht. 3D Makelaars weet hoe de huizenmarkt in Schiedam in elkaar zit en ze hebben goede kennis van zaken. Het is duidelijk merkbaar dat deze makelaars weten wat ze doen en dat ze erg veel plezier hebben in het uitvoeren van hun vak!Bedankt voor deze mooie beoordeling! Samen hebben we er een succes van kunnen maken! Arjan heeft zijn uiterste best gedaan om onze woning te verkopen en heeft bij iedere bezichtiging ruim de tijd genomen op de potentiele kopen alles uit te leggen en te laten zien. Ik heb Arjan daarom ook benaderd om ons te assisteren bij de aankoop van ons volgende huis. Bedankt voor de schitterende beoordeling. Op naar de nieuwe woning! Ook hierbij zullen wij jullie optimaal begeleiden!!Prima makelaar, goede afspraken mee te maken. Reageert adequaat op ontwikkelingen op de markt en weet wat er speelt.Wij namen hem omdat hij een buurhuis snel verkocht had 3 jaar geleden. ook nu is ons huis snel verkocht.Aanradertje.Bedankt voor de mooie beoordeling! Wij hebben de contacten ook als zeer prettig ervaren. Veel woonplezier in de woning!"
3D Makelaars B.V.,"3d makelaars is een enthousiaste maar zeker serieuze makelaardij waar je prima geholpen word!Ervaring was prima, en mijn woning was na de eerste bezichtiging verkocht.Wat een mooi cijfer! Bedankt voor de fijne samenwerking en veel woonplezier in het Vlaardingse!Zoals de cijfers aangeven zijn wij erg tevreden over 3D makelaars. Met een goed gevoel konden wij ons huis te koop zetten en vervolgens ook verkopen. De communicatie verliep soepel en voor iedere vraag konden wij direct bij de makelaar terecht. Wij zijn goed op de hoogte gehouden van de stand van zaken van de verkoop van ons huis en zouden deze makelaar dan ook zeker aanbevelen.Bedankt voor de dikke voldoende! Wij hopen dat jullie snel een nieuwe woning vinden! Tevens bedankt voor de plezierige samenwerking!Fijn contact met de makelaar, erg vriendelijk. We vonden de makelaar op de hoogte van de huidige huizenmarkt. Deze makelaar is aan te raden als verkoopmakelaar en aankoopmakelaar!Wat een schitterende beoordeling! Dank jullie wel. Leuk dat wij jullie zowel bij de verkoop als aankoop hebben mogen begeleiden! Veel plezier straks in de nieuwe woning!3D makelaars is een zeer bekwaam en professioneel bedrijf. Vanaf de eerste afspraak tot aan de verkoop wordt alles goed geregeld en uitgelegd. Zij hebben kennis in huis van de markt, marktwaarden van huizen en zeer goede verkoopmethodes. Ik voel mij als klant goed geholpen, zij zijn heel erg klantvriendelijk, staan altijd paraat om mijn vragen te beantwoorden en goed bereikbaar. Ik heb niet één op of aanmerking. Werkelijk is de dienstverlening van top kwaliteit en voor iedereen die zijn huis gaat verkopen (of kopen/ mijn eerste huis ook via hen aangekocht) aan te raden! Zij werken samen met Fundament Financiële dienstverlening. Voor eenieder die ook zijn de financiën voor zijn huis goed geregeld wil hebben is dit het inkijken waard.De verkoop is erg snel gegaan, zeker voor deze tijden.De makelaar kwam langs om samen een tactiek te bedenken die het beste zou passen voor het appartement. Vervolgens was er snel een professionele fotograaf die prachtige foto's heeft gemaakt. Vanaf de eerste afspraak tot het plaatsen op funda zat maar 1.5 week tijd! De makelaar had genoeg kennis over het gebied en de waarde van de omliggende panden.Toen onze makelaar op vakantie was werden we goed geholpen door een collega. Erg vriendelijk personeel en je wordt altijd up to date gehouden over alle ontwikkelingen.Kortom echt een aanrader! "
